ASVID	Taxon	ScientificName_unique
f8485916bce858f455e79011d9a001f2	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__Deinococcus_geothermalis	s__Deinococcus_geothermalis.10
38fd339ad2f9047b07adaff927830bf0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Methylobacterium-Methylorubrum	g__Methylobacterium-Methylorubrum_unknown.2
a6fd8aeb3e66c90427be07bc5e9782a4	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__uncultured	f__Neisseriaceae_isolate_unknown
29be62f835ec0f4cb9099ec2f45e2f64	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Absconditabacteriales_(SR1); f__Absconditabacteriales_(SR1); g__Absconditabacteriales_(SR1); s__uncultured_Epsilonproteobacteria	g__Absconditabacteriales_(SR1)_isolate
f2aaa4dc8ec3d0384404ee3b902266c0	d__Bacteria; p__Dependentiae; c__Babeliae; o__Babeliales	o__Babeliales_unknown.1
f81e4bc8103744c586d8abef3c96c0ac	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__Schlesneriaceae; g__Schlesneria; s__uncultured_planctomycete	g__Schlesneria_isolate.1
689f1824bb6bdee2c08f619da1b57eb4	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	f__Comamonadaceae_unknown.7
0dc594ea8e94160c42f75b1883bfcd2c	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	g__Bacillus_unknown
8b2f13e25abe9143bb6ad645f0268eaf	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Yonathbacteria; f__Candidatus_Yonathbacteria; g__Candidatus_Yonathbacteria; s__uncultured_bacterium	g__Candidatus_Yonathbacteria_isolate.1
577f1fb43ee52b079d4925895e1b5e18	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	f__Comamonadaceae_unknown.6
b5a11d00fae92faf3a08ca0d5a18a184	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae; g__Dactylosporangium	g__Dactylosporangium_unknown
ae294a794bd4bb5562e15faa6662b118	d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__0319-6G20; f__0319-6G20; g__0319-6G20; s__uncultured_bacterium	g__0319-6G20_isolate.4
49823414bc8b40533dc059f1a004af95	d__Bacteria; p__Myxococcota; c__bacteriap25; o__bacteriap25; f__bacteriap25; g__bacteriap25; s__uncultured_Syntrophobacterales	g__bacteriap25_isolate
8e09caaee61bd482522f087e96e093de	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Geobacillus	g__Geobacillus_unknown.5
fc87969883bce7965db40479aefa7132	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas	g__Stenotrophomonas_unknown.48
7004307c744e4772ee763dbdd6537451	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	g__Bacillus_unknown.11
0a240e26fafe0e2ca074d845963b7fbd	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae; g__Fimbriiglobus; s__uncultured_bacterium	g__Fimbriiglobus_isolate
0c7502cd8cb2e51b0c5c854ea6298295	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Candidatus_Peribacteria; f__Candidatus_Peribacteria; g__Candidatus_Peribacteria; s__metagenome	g__Candidatus_Peribacteria_isolate
3429222ff308869f10ffdd0c7638b404	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Parcubacteria; f__Parcubacteria; g__Parcubacteria; s__uncultured_bacterium	g__Parcubacteria_isolate.5
12ad9c618d5b74c390bb615b5c5dcc97	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Azambacteria; f__Candidatus_Azambacteria; g__Candidatus_Azambacteria; s__uncultured_bacterium	g__Candidatus_Azambacteria_isolate
ac8ebb5a33a5d86af60b90d4f7faebdb	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Parcubacteria; f__Parcubacteria; g__Parcubacteria; s__uncultured_bacterium	g__Parcubacteria_isolate.12
0197b93af3ce360d67eed0a6659c73fa	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium	g__Flavobacterium_unknown.1
d619ecfb9a3c486817c9d2ad54708066	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__IMCC26256; f__IMCC26256; g__IMCC26256	g__IMCC26256_unknown
5c04c5a43097a2d4aa00d6ca7953fb59	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Aphanizomenon_NIES81	g__Aphanizomenon_NIES81_unknown
ce9a604963d9ef7c013737067ad5f585	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__LWQ8; g__LWQ8; s__uncultured_bacterium	g__LWQ8_isolate
3010267cf56917ac69cecf9f6db1a6d3	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Candidatus_Peribacteria; f__Candidatus_Peribacteria; g__Candidatus_Peribacteria; s__metagenome	g__Candidatus_Peribacteria_isolate.1
0fd5f47ecfec85335aa27423cd0712e7	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	g__Pseudomonas_unknown.3
4cb295fe32df4f4a1c92ee6bdc8cdf8e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	g__Pseudomonas_unknown.36
536e5b3663a3a4cc2ade96c20b9512ab	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Candidatus_Peribacteria; f__Candidatus_Peribacteria; g__Candidatus_Peribacteria; s__metagenome	g__Candidatus_Peribacteria_isolate.5
9c7422a3a4ea092153a2fbc0fe158fa7	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hydrogenophaga	g__Hydrogenophaga_unknown.1
b5a5f4bdcc24a1fd6135f1da774f288a	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Rubritaleaceae; g__Luteolibacter	g__Luteolibacter_unknown.3
cb5b9907447a49154182dee3ea78d16e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria_Incertae_Sedis; f__Unknown_Family; g__Acidibacter	g__Acidibacter_unknown
73a58f7bd0f459cd2b5c189b60b3298e	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Candidatus_Woesebacteria; f__Candidatus_Woesebacteria; g__Candidatus_Woesebacteria; s__uncultured_Microgenomates	g__Candidatus_Woesebacteria_isolate
ce91db4ff39914c8f1625a08c80219fb	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio	g__Vibrio_unknown.3
e0ed1c873727f5f9712d9d879a1b97c2	d__Bacteria; p__Dependentiae; c__Babeliae; o__Babeliales; f__Vermiphilaceae; g__Vermiphilaceae; s__candidate_division	s__candidate_division.1
bcc6da5f621cbdfc1f0c9becbac6cdff	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Paenarthrobacter	g__Paenarthrobacter_unknown.6
db1794e4c3b12a611f17243fa9265541	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	g__Bacillus_unknown.43
fa69747bc852db84aa7507ae49264117	d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Sandaracinaceae; g__uncultured; s__uncultured_bacterium	f__Sandaracinaceae_isolate.2
379eca98903cc873a0d4587aacd4af36	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Zambryskibacteria; f__Candidatus_Zambryskibacteria; g__Candidatus_Zambryskibacteria; s__Parcubacteria_group	s__Parcubacteria_group
eb2625c1474f98f554b002fcd5d1088e	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Flectobacillus; s__Flectobacillus_fontis	s__Flectobacillus_fontis
03db34e20df24416bb4700b92d048023	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	g__Pseudomonas_unknown.2
68ee2f27661e164742270684fe2b1b3d	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Kaiserbacteria; f__Candidatus_Kaiserbacteria; g__Candidatus_Kaiserbacteria; s__uncultured_bacterium	g__Candidatus_Kaiserbacteria_isolate.1
103c3f14abf946f37daa78195c99a002	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__Deinococcus_geothermalis	s__Deinococcus_geothermalis
7ed1ed48dfb05d22c201e0ad39885d84	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae	f__Bacillaceae_unknown
bb740c10ad31d5779e628bccffdb5015	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Azospirillales; f__Azospirillaceae; g__Skermanella	g__Skermanella_unknown
bb57d94020499f54ded5db76adfb48c3	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Enhydrobacter	g__Enhydrobacter_unknown
03ffd710af7cee3c57aa900bc2735446	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Nocardiaceae; g__Williamsia	g__Williamsia_unknown
cd3b67f360c9eb53b94984b6bcd782e1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	g__Pseudomonas_unknown.568
66c9c105f797d59ba55f9662e4043c07	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Yonathbacteria; f__Candidatus_Yonathbacteria; g__Candidatus_Yonathbacteria; s__uncultured_bacterium	g__Candidatus_Yonathbacteria_isolate
eccd9a63335490600e8ae94b5d207f63	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Aurantisolimonas; s__Aurantisolimonas_haloimpatiens	s__Aurantisolimonas_haloimpatiens
bde4fa1032742e0676378b3f6e10de26	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured	f__Saprospiraceae_isolate_unknown.1
429ea9954b3e5e5f53ff3cd0cac56188	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Nomurabacteria; f__Candidatus_Nomurabacteria; g__Candidatus_Nomurabacteria; s__uncultured_bacterium	g__Candidatus_Nomurabacteria_isolate.2
8012da7c810e58147175f741af2a78d2	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	f__Comamonadaceae_unknown.11
3eea1a763d8b32a48488470493695e26	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter	g__Pedobacter_unknown
5351f0b5585b9074f3d8daf18167ef03	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus	g__Lactococcus_unknown
0bd6d0fbf945e2125f19344d82b95d88	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinotignum; s__uncultured_bacterium	g__Actinotignum_isolate
f8b8173289056f3442317b4669562a60	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__TRA3-20; g__TRA3-20; s__metagenome	g__TRA3-20_isolate
8591bffc07a87a1cee4dd8f1b2ed0c22	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Aquabacterium	g__Aquabacterium_unknown
b42b4831fac29e69d05d2cfc575e033d	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia	g__Massilia_unknown.2
033e8170181e7abf197d2d5e078c7677	d__Bacteria; p__Firmicutes; c__Bacilli; o__Alicyclobacillales; f__Alicyclobacillaceae; g__Tumebacillus; s__Tumebacillus_avium	s__Tumebacillus_avium
03aed894f32f78cd3f85b4f00e9cc35f	d__Bacteria; p__Verrucomicrobiota; c__Chlamydiae; o__Chlamydiales; f__Simkaniaceae; g__uncultured	f__Simkaniaceae_isolate_unknown
d6bc5ed77800325a0ad510d1e0364426	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Chthoniobacter	g__Chthoniobacter_unknown
0b486e73570d90913db0c7fc01e64095	d__Bacteria; p__Actinobacteriota; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteriaceae; g__Rubrobacter; s__Rubrobacter_naiadicus	s__Rubrobacter_naiadicus
5f17dbd4fc1d929e6434fba027de953c	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	g__Pseudomonas_unknown.46
5b2bae29bd500b8e1767f42a9ab4a97b	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus	g__Paenibacillus_unknown.3
f7ad651099ecebbf29fdec7a5029096b	d__Bacteria; p__Patescibacteria; c__Parcubacteria	c__Parcubacteria_unknown.5
83b90c7b4966e27ca79f0acbc36586ed	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Parcubacteria; f__Parcubacteria; g__Parcubacteria; s__uncultured_soil	g__Parcubacteria_isolate.9
f0664453714950ec2efd2c79525e4936	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	g__Bacillus_unknown.49
81998cf068cd9647faf4ac2fddd0f8c3	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__uncultured_bacterium	g__Bdellovibrio_isolate.1
8e289de531164ca8f0bb981791c332c3	d__Bacteria; p__Deinococcota; c__Deinococci; o__Thermales; f__Thermaceae; g__Thermus	g__Thermus_unknown.1
15a6a5046a8d87c83f5702f59d7ba674	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae	f__Hyphomicrobiaceae_unknown
3c8da247d48520e34a0002998b21af29	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium	g__Chryseobacterium_unknown.6
a0e5366beeb68a6b91d921f9dbb61439	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium	g__Chryseobacterium_unknown.88
d324c95a5966d689591653062ca99d03	d__Bacteria; p__Actinobacteriota; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteriaceae; g__Rubrobacter; s__uncultured_actinobacterium	g__Rubrobacter_isolate
c68f791ca1dadf4ab5d4128bd256a80c	d__Bacteria; p__Deinococcota; c__Deinococci; o__Thermales; f__Thermaceae; g__Meiothermus	g__Meiothermus_unknown.4
d0f63024e4d26ed588ea8a0c75c2ac69	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas	g__Stenotrophomonas_unknown.45
accccde43fc86696aca738121bbe7dbe	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium_xerosis	s__Corynebacterium_xerosis
e8724520788bb38a7f9d22c91318f016	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Rhizobacter	g__Rhizobacter_unknown.1
9eeaa718c73652348faff53c506f2723	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Geobacillus	g__Geobacillus_unknown.7
6f55d23d346149370d1c7682bd1be8ff	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	f__Comamonadaceae_unknown.9
972fa40ee287e81546c58d0e6de07146	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Candidatus_Peribacteria; f__Candidatus_Peribacteria; g__Candidatus_Peribacteria; s__uncultured_bacterium	g__Candidatus_Peribacteria_isolate.12
6877abba665a7dbf3118e8b6606bc281	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__uncultured; g__uncultured; s__wastewater_metagenome	o__Microtrichales_isolate.1
a3a2ff3b616754c75e1d2cf52e9bf59a	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	c__Alphaproteobacteria_unknown
61816555b8f27a54ac2983e05bffd4b0	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Parcubacteria; f__Parcubacteria; g__Parcubacteria; s__uncultured_soil	g__Parcubacteria_isolate.6
8735f92a7f18db944bc862777fbd3222	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	f__Comamonadaceae_unknown.13
abaee2c3a201cbda337e883a2ccedddc	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Azambacteria; f__Candidatus_Azambacteria; g__Candidatus_Azambacteria; s__uncultured_bacterium	g__Candidatus_Azambacteria_isolate.1
d53bcd97696b77e7d10037be57cc8653	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__uncultured; g__uncultured; s__uncultured_Sphingobacteriia	o__Chitinophagales_isolate
4406a4704561abcd02336c2f8f36fea4	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Kaistiaceae; g__Kaistia; s__uncultured_bacterium	g__Kaistia_isolate
cd8cad8e15aa704509a4e4a670f77ca4	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas	g__Sphingomonas_unknown.8
dac473d7560f1d9853ae3940e601aeca	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prolixibacteraceae; g__WCHB1-32; s__uncultured_bacterium	g__WCHB1-32_isolate
d2abbbbea9ecad46509cc1f64dfeace1	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__uncultured; s__uncultured_bacterium	f__Chitinophagaceae_isolate.1
4d4f9f4c95721dd4ba7a90ea07682d85	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	g__Pseudomonas_unknown.38
238d72694a2816c01cbd0bd80c514a75	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__env.OPS_17; g__env.OPS_17; s__metagenome	g__env.OPS_17_isolate.1
4c4bc340e8493a6abb3aea30a3ba5c95	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas	g__Stenotrophomonas_unknown.8
25fca4220dfc4b3b41cdd2ea9bb43c2f	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Nomurabacteria; f__Candidatus_Nomurabacteria; g__Candidatus_Nomurabacteria; s__uncultured_bacterium	g__Candidatus_Nomurabacteria_isolate
f6ea85bd55706a7a9a3051c33ad47a28	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__Vicinamibacteraceae	g__Vicinamibacteraceae_unknown.2
22a925ea6e71533b1ab8567513d06075	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	g__Pseudomonas_unknown.12
f937a5d45a260ebd826e10f8c2a62a3a	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Candidatus_Woesebacteria; f__Candidatus_Woesebacteria; g__Candidatus_Woesebacteria; s__uncultured_bacterium	g__Candidatus_Woesebacteria_isolate.5
71cae9190a528cc1ca30c5ac4cb695a2	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__Deinococcus_geothermalis	s__Deinococcus_geothermalis.6
b9263138f1f707730773b9cea3a252eb	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__env.OPS_17; g__env.OPS_17	g__env.OPS_17_unknown.2
5e5652fbc2332a8189559dec86869b7c	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	g__Pseudomonas_unknown.45
888d54962466f544d4e1ac4baa4b291a	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Prosthecobacter	g__Prosthecobacter_unknown.1
62a00395e8f3e12a206d02d41e693622	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	g__Pseudomonas_unknown.47
fef225a6293e2785936717612ce66f68	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Azambacteria; f__Candidatus_Azambacteria; g__Candidatus_Azambacteria; s__uncultured_bacterium	g__Candidatus_Azambacteria_isolate.2
6c3fb343f46983254cdb83e99fa07a49	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	f__Rhodobacteraceae_unknown.1
968073a15680cb56fc9373b548737426	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas	g__Stenotrophomonas_unknown.15
c4cf5cc0f380f8fa3d175acb1edea746	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae	f__Yersiniaceae_unknown.29
ee0b35e8ce66f8c26452a329d91d7912	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	g__Pseudomonas_unknown.581
82819e0b6b0a7ba359661678cb034a42	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Carnobacterium	g__Carnobacterium_unknown
cd0066c91d9f811593008b398f60d58a	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Psychrobacter; s__Psychrobacter_pulmonis	s__Psychrobacter_pulmonis.2
bc3531a611b358056f1c1e80b7abfd6c	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Candidatus_Peribacteria; f__Candidatus_Peribacteria; g__Candidatus_Peribacteria; s__uncultured_bacterium	g__Candidatus_Peribacteria_isolate.16
f02d83647849766acc6b2ebb19a7b045	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group	g__NS9_marine_group_unknown
0a28ad88c64d6a4a4ffa81d774f96086	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_8; s__uncultured_bacterium	g__Clostridium_sensu_stricto_8_isolate
697d1c7cf9c3e1dfd5b6db013965eb61	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__env.OPS_17; g__env.OPS_17; s__metagenome	g__env.OPS_17_isolate.3
3337adcc87aba37e998539ae6d436b95	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium	g__Chryseobacterium_unknown.5
f0a56ed34cd90767875090c4a1fa994c	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__WD2101_soil_group; g__WD2101_soil_group; s__uncultured_bacterium	g__WD2101_soil_group_isolate.1
152af559365587e5c4262486510394d4	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Arcicella	g__Arcicella_unknown
87e4dd1e262f58c5648d5487e853c18b	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Rhodoplanes; s__metagenome	g__Rhodoplanes_isolate
e865eaffe35d57b9831a1adeed344a1d	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium	g__Chryseobacterium_unknown.93
2a64f7117c72e249a9c2e5850fd6eb3e	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium	g__Novosphingobium_unknown
918912e14f8397ca7db23052e1a0b0fc	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Candidatus_Peribacteria; f__Candidatus_Peribacteria; g__Candidatus_Peribacteria; s__metagenome	g__Candidatus_Peribacteria_isolate.10
5b15c592213afc55a47c3e521e0f51e6	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Taibaiella	g__Taibaiella_unknown.1
f3d97758acc41cfc4674b65623ada97e	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Geodermatophilaceae; g__Blastococcus	g__Blastococcus_unknown
4f9399631f0546074162abc300137325	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__Vicinamibacteraceae	g__Vicinamibacteraceae_unknown
516a67156dacfa4341327a7e2a22f877	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Geobacillus	g__Geobacillus_unknown.4
1735122f6452284cae1574c71c9a6eec	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Aeribacillus	g__Aeribacillus_unknown
6dc62b3dac29d8036fedd71ca9ac6688	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__uncultured; g__uncultured; s__uncultured_planctomycete	o__Planctomycetales_isolate.1
d8153c26d7e1a673e950492e733b8640	d__Bacteria; p__Patescibacteria; c__Parcubacteria	c__Parcubacteria_unknown.2
df1e68af690c657ccc47f8561ca650f8	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	g__Bacillus_unknown.44
a0b00e7c11b4881c1e7afd46e093a38b	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Leucobacter	g__Leucobacter_unknown
5621a75cbdc5f2360cf49983cff4b0c6	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Gracilibacteria; f__Gracilibacteria; g__Gracilibacteria; s__wastewater_metagenome	g__Gracilibacteria_isolate
60b7dd5e56c47ea36bbaf6233022f67f	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_bacterium	g__OM27_clade_isolate
4c332960b3e08bad4bbc005640907e5c	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__uncultured; g__uncultured; s__wastewater_metagenome	o__Microtrichales_isolate
