SampleID	JarID	RichLevel	introRich	Rep	DateStart	Inhibitory	Type	13C	20A	2E	2F	2H	32E	33B	33D	34B	34F	35A	35E	37E	37H	45D	50A	50B	BTB_45	BTB_47	20C	20D	21C	24C	24D	24L	25A	25C	32G	35B	36A	36E	36G	40A	40B	45E	47C	49C	54G	BTB_28	BTB_59	volPellet	cClean	sampleID_qPCR
Inhib_2020-10-05_1_Rep12	1	1	1	Rep12	2020-10-05	Inhib	CV	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R12_J1_Pre
Inhib_2020-10-05_3_Rep12	19	3	3	Rep12	2020-10-05	Inhib	Bd	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R12_J19_Bd
Inhib_2020-10-05_3_Rep12	7	3	3	Rep12	2020-10-05	Inhib	CV	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R12_J7_Pre
Inhib_2020-10-05_10_Rep12	3	10	8	Rep12	2020-10-05	Inhib	Bd	TRUE	NA	NA	NA	TRUE	TRUE	NA	NA	TRUE	TRUE	NA	NA	TRUE	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R12_J3_Bd
Inhib_2020-10-05_10_Rep12	17	10	8	Rep12	2020-10-05	Inhib	CV	TRUE	NA	NA	NA	TRUE	TRUE	NA	NA	TRUE	TRUE	NA	NA	TRUE	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R12_J17_Pre
Non_2020-10-05_1_Rep12	14	1	1	Rep12	2020-10-05	Non	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R12_J14_Bd
Non_2020-10-05_1_Rep12	18	1	1	Rep12	2020-10-05	Non	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R12_J18_Pre
Non_2020-10-05_3_Rep12	20	3	2	Rep12	2020-10-05	Non	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R12_J20_Bd
Non_2020-10-05_3_Rep12	9	3	2	Rep12	2020-10-05	Non	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R12_J9_Pre
Non_2020-10-05_10_Rep12	23	10	7	Rep12	2020-10-05	Non	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	TRUE	NA	NA	TRUE	NA	NA	TRUE	NA	TRUE	NA	TRUE	NA	TRUE	R12_J23_Bd
Non_2020-10-05_10_Rep12	27	10	7	Rep12	2020-10-05	Non	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	TRUE	NA	NA	TRUE	NA	NA	TRUE	NA	TRUE	NA	TRUE	NA	FALSE	R12_J27_Pre
Non_2020-10-05_0_Rep13	29	0	0	Rep13	2020-10-05	Con	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R13_J29_Bd
Con_2020-08-31_0_Rep2	19	0	0	Rep2	2020-08-31	Con	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	TRUE	R2_J19_Bd
Con_2020-08-31_0_Rep2	10	0	0	Rep2	2020-08-31	Con	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	TRUE	R2_J10_Pre
Inhib_2020-08-31_1_Rep2	6	1	1	Rep2	2020-08-31	Inhib	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	TRUE	R2_J6_Bd
Inhib_2020-08-31_1_Rep2	14	1	1	Rep2	2020-08-31	Inhib	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	TRUE	R2_J14_Pre
Inhib_2020-08-31_3_Rep2	25	3	2	Rep2	2020-08-31	Inhib	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	TRUE	R2_J25_Bd
Inhib_2020-08-31_3_Rep2	28	3	2	Rep2	2020-08-31	Inhib	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	TRUE	R2_J28_Pre
Inhib_2020-08-31_10_Rep2	18	10	9	Rep2	2020-08-31	Inhib	Bd	NA	NA	NA	TRUE	NA	NA	TRUE	TRUE	NA	NA	TRUE	TRUE	TRUE	NA	NA	NA	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	TRUE	R2_J18_Bd
Inhib_2020-08-31_10_Rep2	20	10	9	Rep2	2020-08-31	Inhib	CV	NA	NA	NA	TRUE	NA	NA	TRUE	TRUE	NA	NA	TRUE	TRUE	TRUE	NA	NA	NA	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	TRUE	R2_J20_Pre
Non_2020-08-31_1_Rep2	2	1	1	Rep2	2020-08-31	Non	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	1	TRUE	R2_J2_Bd
Non_2020-08-31_1_Rep2	12	1	1	Rep2	2020-08-31	Non	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	1	TRUE	R2_J12_Pre
Non_2020-08-31_3_Rep2	11	3	2	Rep2	2020-08-31	Non	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	0.5	TRUE	R2_J11_Bd
Non_2020-08-31_3_Rep2	13	3	2	Rep2	2020-08-31	Non	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	0.5	FALSE	R2_J13_Pre
Non_2020-08-31_10_Rep2	3	10	8	Rep2	2020-08-31	Non	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	TRUE	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	TRUE	NA	TRUE	NA	TRUE	NA	NA	1	TRUE	R2_J3_Bd
Non_2020-08-31_10_Rep2	17	10	8	Rep2	2020-08-31	Non	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	TRUE	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	TRUE	NA	TRUE	NA	TRUE	NA	NA	1	TRUE	R2_J17_Pre
Con_2020-09-07_0_Rep3	20	0	0	Rep3	2020-09-07	Con	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R3_J20_Bd
Con_2020-09-07_0_Rep3	16	0	0	Rep3	2020-09-07	Con	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R3_J16_Pre
Inhib_2020-09-07_1_Rep3	1	1	1	Rep3	2020-09-07	Inhib	Bd	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R3_J1_Bd
Inhib_2020-09-07_1_Rep3	7	1	1	Rep3	2020-09-07	Inhib	CV	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R3_J7_Pre
Inhib_2020-09-07_3_Rep3	18	3	3	Rep3	2020-09-07	Inhib	Bd	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	R3_J18_Bd
Inhib_2020-09-07_3_Rep3	24	3	3	Rep3	2020-09-07	Inhib	CV	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R3_J24_Pre
Inhib_2020-09-07_10_Rep3	12	10	10	Rep3	2020-09-07	Inhib	Bd	TRUE	NA	NA	TRUE	TRUE	TRUE	NA	NA	TRUE	NA	TRUE	NA	NA	TRUE	NA	TRUE	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R3_J12_Bd
Inhib_2020-09-07_10_Rep3	4	10	10	Rep3	2020-09-07	Inhib	CV	TRUE	NA	NA	TRUE	TRUE	TRUE	NA	NA	TRUE	NA	TRUE	NA	NA	TRUE	NA	TRUE	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R3_J4_Pre
Non_2020-09-07_1_Rep3	6	1	1	Rep3	2020-09-07	Non	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	FALSE	R3_J6_Bd
Non_2020-09-07_1_Rep3	28	1	1	Rep3	2020-09-07	Non	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	TRUE	R3_J28_Pre
Non_2020-09-07_3_Rep3	25	3	3	Rep3	2020-09-07	Non	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	TRUE	NA	NA	NA	TRUE	R3_J25_Bd
Non_2020-09-07_3_Rep3	15	3	3	Rep3	2020-09-07	Non	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	TRUE	NA	NA	NA	FALSE	R3_J15_Pre
Non_2020-09-07_10_Rep3	19	10	10	Rep3	2020-09-07	Non	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	TRUE	NA	TRUE	NA	TRUE	TRUE	NA	NA	TRUE	TRUE	NA	TRUE	TRUE	NA	TRUE	NA	NA	NA	TRUE	R3_J19_Bd
Non_2020-09-07_10_Rep3	21	10	10	Rep3	2020-09-07	Non	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	TRUE	NA	TRUE	NA	TRUE	TRUE	NA	NA	TRUE	TRUE	NA	TRUE	TRUE	NA	TRUE	NA	NA	NA	TRUE	R3_J21_Pre
Con_2020-09-07_0_Rep4	5	0	0	Rep4	2020-09-07	Con	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R4_J5_Bd
Con_2020-09-07_0_Rep4	14	0	0	Rep4	2020-09-07	Con	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R4_J14_Pre
Inhib_2020-09-07_1_Rep4	11	1	1	Rep4	2020-09-07	Inhib	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R4_J11_Bd
Inhib_2020-09-07_1_Rep4	13	1	1	Rep4	2020-09-07	Inhib	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R4_J13_Pre
Inhib_2020-09-07_3_Rep4	3	3	2	Rep4	2020-09-07	Inhib	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R4_J3_Bd
Inhib_2020-09-07_3_Rep4	23	3	2	Rep4	2020-09-07	Inhib	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R4_J23_Pre
Inhib_2020-09-07_10_Rep4	17	10	9	Rep4	2020-09-07	Inhib	Bd	TRUE	TRUE	TRUE	NA	TRUE	NA	NA	TRUE	NA	NA	NA	NA	TRUE	TRUE	NA	TRUE	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R4_J17_Bd
Inhib_2020-09-07_10_Rep4	26	10	9	Rep4	2020-09-07	Inhib	CV	TRUE	TRUE	TRUE	NA	TRUE	NA	NA	TRUE	NA	NA	NA	NA	TRUE	TRUE	NA	TRUE	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R4_J26_Pre
Non_2020-09-07_1_Rep4	9	1	1	Rep4	2020-09-07	Non	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R4_J9_Bd
Non_2020-09-07_1_Rep4	10	1	1	Rep4	2020-09-07	Non	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	R4_J10_Pre
Non_2020-09-07_3_Rep4	8	3	3	Rep4	2020-09-07	Non	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	TRUE	R4_J8_Bd
Non_2020-09-07_3_Rep4	22	3	3	Rep4	2020-09-07	Non	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	TRUE	R4_J22_Pre
Non_2020-09-07_10_Rep4	2	10	10	Rep4	2020-09-07	Non	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	TRUE	TRUE	NA	NA	TRUE	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	TRUE	NA	NA	TRUE	R4_J2_Bd
Non_2020-09-07_10_Rep4	27	10	10	Rep4	2020-09-07	Non	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	TRUE	TRUE	NA	NA	TRUE	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	TRUE	NA	NA	TRUE	R4_J27_Pre
Con_2020-09-14_0_Rep5	12	0	0	Rep5	2020-09-14	Con	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R5_J12_Bd
Con_2020-09-14_0_Rep5	3	0	0	Rep5	2020-09-14	Con	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R5_J3_Pre
Inhib_2020-09-14_1_Rep5	18	1	1	Rep5	2020-09-14	Inhib	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R5_J18_Bd
Inhib_2020-09-14_1_Rep5	5	1	1	Rep5	2020-09-14	Inhib	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R5_J5_Pre
Inhib_2020-09-14_3_Rep5	1	3	3	Rep5	2020-09-14	Inhib	Bd	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	R5_J1_Bd
Inhib_2020-09-14_3_Rep5	15	3	3	Rep5	2020-09-14	Inhib	CV	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R5_J15_Pre
Inhib_2020-09-14_10_Rep5	17	10	8	Rep5	2020-09-14	Inhib	Bd	TRUE	NA	NA	TRUE	NA	NA	TRUE	NA	NA	NA	NA	NA	TRUE	NA	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R5_J17_Bd
Inhib_2020-09-14_10_Rep5	11	10	8	Rep5	2020-09-14	Inhib	CV	TRUE	NA	NA	TRUE	NA	NA	TRUE	NA	NA	NA	NA	NA	TRUE	NA	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R5_J11_Pre
Non_2020-09-14_1_Rep5	8	1	1	Rep5	2020-09-14	Non	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	TRUE	R5_J8_Bd
Non_2020-09-14_1_Rep5	25	1	1	Rep5	2020-09-14	Non	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	TRUE	R5_J25_Pre
Non_2020-09-14_3_Rep5	14	3	2	Rep5	2020-09-14	Non	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	TRUE	NA	NA	NA	NA	TRUE	R5_J14_Bd
Non_2020-09-14_3_Rep5	13	3	2	Rep5	2020-09-14	Non	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	TRUE	NA	NA	NA	NA	TRUE	R5_J13_Pre
Non_2020-09-14_10_Rep5	4	10	8	Rep5	2020-09-14	Non	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	TRUE	R5_J4_Bd
Non_2020-09-14_10_Rep5	21	10	8	Rep5	2020-09-14	Non	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	TRUE	R5_J21_Pre
Con_2020-09-14_0_Rep6	22	0	0	Rep6	2020-09-14	Con	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R6_J22_Bd
Con_2020-09-14_0_Rep6	9	0	0	Rep6	2020-09-14	Con	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R6_J9_Pre
Inhib_2020-09-14_1_Rep6	23	1	1	Rep6	2020-09-14	Inhib	Bd	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R6_J23_Bd
Inhib_2020-09-14_1_Rep6	24	1	1	Rep6	2020-09-14	Inhib	CV	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R6_J24_Pre
Inhib_2020-09-14_3_Rep6	19	3	2	Rep6	2020-09-14	Inhib	Bd	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R6_J19_Bd
