Rep	JarID	M_ID	ZS_ID	Diameter	Notes	X	conv_pix_in_0.1mm	diameter_mm	diameter_um	sampleID
Rep1	22	7	104	131.229			1031.2316	0.0127254634167533	12.7254634167533	R1_J22_Bd
Rep1	22	7	105	64.405			1031.2316	0.00624544476720845	6.24544476720845	R1_J22_Bd
Rep1	22	7	106	67.897			1031.2316	0.00658406899090369	6.58406899090369	R1_J22_Bd
Rep1	22	7	107	78.638			1031.2316	0.0076256390901908	7.6256390901908	R1_J22_Bd
Rep1	22	7	108	82.565			1031.2316	0.00800644588470718	8.00644588470718	R1_J22_Bd
Rep1	22	7	109	59.059			1031.2316	0.00572703551753069	5.72703551753069	R1_J22_Bd
Rep1	22	7	110	84.38			1031.2316	0.00818244902502988	8.18244902502988	R1_J22_Bd
Rep1	22	7	111	92.347			1031.2316	0.00895502038533342	8.95502038533342	R1_J22_Bd
Rep1	22	7	112	105.475			1031.2316	0.0102280612812873	10.2280612812873	R1_J22_Bd
Rep1	22	7	113	55.154			1031.2316	0.00534836209441216	5.34836209441216	R1_J22_Bd
Rep1	22	7	114	119.854			1031.2316	0.0116224134326372	11.6224134326372	R1_J22_Bd
Rep1	22	7	115	77.201			1031.2316	0.00748629114934026	7.48629114934026	R1_J22_Bd
Rep1	22	7	116	75.24			1031.2316	0.00729613018065001	7.29613018065001	R1_J22_Bd
Rep1	22	7	117	50			1031.2316	0.004848571358752	4.848571358752	R1_J22_Bd
Rep1	22	7	118	72.56			1031.2316	0.0070362467558209	7.0362467558209	R1_J22_Bd
Rep1	22	7	119	77.414			1031.2316	0.00750694606332855	7.50694606332855	R1_J22_Bd
Rep1	22	7	120	74.813			1031.2316	0.00725472338124627	7.25472338124627	R1_J22_Bd
Rep1	22	7	121	79.12			1031.2316	0.00767237931808917	7.67237931808917	R1_J22_Bd
Rep1	22	7	122	67.978			1031.2316	0.00659192367650487	6.59192367650487	R1_J22_Bd
Rep1	22	7	123	82.855			1031.2316	0.00803456759858794	8.03456759858794	R1_J22_Bd
Rep1	22	7	124	61.294			1031.2316	0.0059437666572669	5.9437666572669	R1_J22_Bd
Rep1	22	7	125	82.079			1031.2316	0.00795931777110011	7.95931777110011	R1_J22_Bd
Rep1	22	7	126	59.775			1031.2316	0.00579646705938802	5.79646705938802	R1_J22_Bd
Rep1	22	7	127	116.017			1031.2316	0.0112503340665666	11.2503340665666	R1_J22_Bd
Rep1	22	7	128	100.688			1031.2316	0.00976385905940043	9.76385905940043	R1_J22_Bd
Rep1	22	7	129	127.098			1031.2316	0.0123248744510932	12.3248744510932	R1_J22_Bd
Rep1	22	7	130	83.235			1031.2316	0.00807141674091446	8.07141674091446	R1_J22_Bd
Rep1	22	7	131	77.698			1031.2316	0.00753448594864626	7.53448594864626	R1_J22_Bd
Rep1	22	7	132	74.027			1031.2316	0.00717850383948669	7.17850383948669	R1_J22_Bd
Rep1	22	7	133	64.514			1031.2316	0.00625601465277053	6.25601465277053	R1_J22_Bd
Rep1	22	7	134	103.942			1031.2316	0.010079404083428	10.079404083428	R1_J22_Bd
Rep1	22	7	135	63.632			1031.2316	0.00617048585400215	6.17048585400215	R1_J22_Bd
Rep1	22	7	136	138.232			1031.2316	0.0134045543212601	13.4045543212601	R1_J22_Bd
Rep1	22	7	137	115.884			1031.2316	0.0112374368667523	11.2374368667523	R1_J22_Bd
Rep1	22	7	138	108.245			1031.2316	0.0104966721345622	10.4966721345622	R1_J22_Bd
Rep1	22	7	139	118.298			1031.2316	0.0114715258919529	11.4715258919529	R1_J22_Bd
Rep1	22	7	140	121.828			1031.2316	0.0118138350298808	11.8138350298808	R1_J22_Bd
Rep1	22	7	141	123.016			1031.2316	0.0119290370853647	11.9290370853647	R1_J22_Bd
Rep1	22	7	142	88.459			1031.2316	0.00857799547647686	8.57799547647686	R1_J22_Bd
Rep1	22	7	143	97.622			1031.2316	0.00946654466368176	9.46654466368176	R1_J22_Bd
Rep1	22	7	144	72.062			1031.2316	0.00698795498508773	6.98795498508773	R1_J22_Bd
Rep1	22	6	1	83.006			1031.2316	0.00804921028409137	8.04921028409137	R1_J22_Bd
Rep1	22	6	2	135.385			1031.2316	0.0131284766680928	13.1284766680928	R1_J22_Bd
Rep1	22	6	3	118.849			1031.2316	0.0115249571483263	11.5249571483263	R1_J22_Bd
Rep1	22	6	4	125.032			1031.2316	0.0121245314825496	12.1245314825496	R1_J22_Bd
Rep1	22	6	5	82.928			1031.2316	0.00804164651277172	8.04164651277172	R1_J22_Bd
Rep1	22	6	6	68.884			1031.2316	0.00667977978952546	6.67977978952546	R1_J22_Bd
Rep1	22	6	7	95.131			1031.2316	0.00922498883858873	9.22498883858873	R1_J22_Bd
Rep1	22	6	8	98.843			1031.2316	0.00958494677626248	9.58494677626248	R1_J22_Bd
Rep1	22	6	9	88.527			1031.2316	0.00858458953352477	8.58458953352477	R1_J22_Bd
Rep1	22	6	10	89.944			1031.2316	0.0087219980458318	8.7219980458318	R1_J22_Bd
Rep1	22	6	11	95.131			1031.2316	0.00922498883858873	9.22498883858873	R1_J22_Bd
Rep1	22	6	12	76.551			1031.2316	0.00742325972167649	7.42325972167649	R1_J22_Bd
Rep1	22	6	13	74.887			1031.2316	0.00726189926685722	7.26189926685722	R1_J22_Bd
Rep1	22	6	14	98.412			1031.2316	0.00954315209115004	9.54315209115004	R1_J22_Bd
Rep1	22	6	15	116.004			1031.2316	0.0112490734380133	11.2490734380133	R1_J22_Bd
Rep1	22	6	16	120.441			1031.2316	0.011679335660389	11.679335660389	R1_J22_Bd
Rep1	22	6	17	119			1031.2316	0.0115395998338298	11.5395998338298	R1_J22_Bd
Rep1	22	6	18	105.475			1031.2316	0.0102280612812873	10.2280612812873	R1_J22_Bd
Rep1	22	6	20	131.4			1031.2316	0.0127420455308003	12.7420455308003	R1_J22_Bd
Rep1	22	6	21	95.189			1031.2316	0.00923061318136488	9.23061318136488	R1_J22_Bd
Rep1	22	6	22	165.723			1031.2316	0.0160703958257292	16.0703958257292	R1_J22_Bd
Rep1	22	6	23	131.027			1031.2316	0.012705875188464	12.705875188464	R1_J22_Bd
Rep1	22	6	24	95.341			1031.2316	0.00924535283829549	9.24535283829549	R1_J22_Bd
Rep1	22	6	25	134.848			1031.2316	0.0130764030116998	13.0764030116998	R1_J22_Bd
Rep1	22	6	26	176.695			1031.2316	0.0171343663246937	17.1343663246937	R1_J22_Bd
Rep1	22	6	27	155.756			1031.2316	0.0151038816110755	15.1038816110755	R1_J22_Bd
Rep1	22	6	28	164.259			1031.2316	0.0159284296563449	15.9284296563449	R1_J22_Bd
Rep1	22	6	29	77.421			1031.2316	0.00750762486331877	7.50762486331877	R1_J22_Bd
Rep1	22	6	30	86.77			1031.2316	0.00841421073597822	8.41421073597822	R1_J22_Bd
Rep1	22	6	31	149.683			1031.2316	0.0145149741338415	14.5149741338415	R1_J22_Bd
Rep1	22	6	32	153.522			1031.2316	0.0148872474427665	14.8872474427665	R1_J22_Bd
Rep1	22	6	33	131.947			1031.2316	0.012795088901465	12.795088901465	R1_J22_Bd
Rep1	22	6	34	102.728			1031.2316	0.00996168077083751	9.96168077083751	R1_J22_Bd
Rep1	22	6	35	137.674			1031.2316	0.0133504442648965	13.3504442648965	R1_J22_Bd
Rep1	22	6	36	130.863			1031.2316	0.0126899718744073	12.6899718744073	R1_J22_Bd
Rep1	22	6	37	69.34			1031.2316	0.00672399876031728	6.72399876031728	R1_J22_Bd
Rep1	22	6	38	135.148			1031.2316	0.0131054944398523	13.1054944398523	R1_J22_Bd
Rep1	22	6	39	109.293			1031.2316	0.0105982981902416	10.5982981902416	R1_J22_Bd
Rep1	22	6	40	144.361			1031.2316	0.0139988921984159	13.998892198416	R1_J22_Bd
Rep1	22	6	41	62.626			1031.2316	0.00607293259826406	6.07293259826406	R1_J22_Bd
Rep1	22	6	42	51.865			1031.2316	0.00502942307043345	5.02942307043345	R1_J22_Bd
Rep1	22	6	43	99.725			1031.2316	0.00967047557503087	9.67047557503087	R1_J22_Bd
Rep1	22	6	44	87.801			1031.2316	0.00851418827739569	8.51418827739569	R1_J22_Bd
Rep1	22	6	45	81.025			1031.2316	0.00785710988685762	7.85710988685762	R1_J22_Bd
Rep1	26	1	1	131.947			1031.2316	0.012795088901465	12.795088901465	R1_J26_Bd
Rep1	26	1	2	153.388			1031.2316	0.014874253271525	14.874253271525	R1_J26_Bd
Rep1	26	1	3	107.378			1031.2316	0.0104125979072014	10.4125979072014	R1_J26_Bd
Rep1	26	1	4	79.057			1031.2316	0.00766627011817714	7.66627011817714	R1_J26_Bd
Rep1	26	1	5	140.071			1031.2316	0.013582884775835	13.582884775835	R1_J26_Bd
Rep1	26	1	6	96.021			1031.2316	0.00931129340877452	9.31129340877452	R1_J26_Bd
Rep1	26	1	7	140.333			1031.2316	0.0136082912897549	13.6082912897549	R1_J26_Bd
Rep1	26	1	8	159.803			1031.2316	0.0154963249768529	15.4963249768529	R1_J26_Bd
Rep1	26	1	9	146.103			1031.2316	0.0141678164245549	14.1678164245549	R1_J26_Bd
Rep1	26	1	10	118.14			1031.2316	0.0114562044064592	11.4562044064592	R1_J26_Bd
Rep1	26	1	11	195.151			1031.2316	0.0189240709846362	18.9240709846362	R1_J26_Bd
Rep1	26	1	12	108.245			1031.2316	0.0104966721345622	10.4966721345622	R1_J26_Bd
Rep1	26	1	13	138.08			1031.2316	0.0133898146643295	13.3898146643295	R1_J26_Bd
Rep1	26	1	14	145.169			1031.2316	0.0140772451115734	14.0772451115734	R1_J26_Bd
Rep1	26	1	15	167.242			1031.2316	0.016217695423608	16.217695423608	R1_J26_Bd
Rep1	26	1	16	239.477			1031.2316	0.0232224264655971	23.2224264655971	R1_J26_Bd
Rep1	26	1	17	146.014			1031.2316	0.0141591859675363	14.1591859675363	R1_J26_Bd
Rep1	26	1	18	144.045			1031.2316	0.0139682492274286	13.9682492274286	R1_J26_Bd
Rep1	26	1	19	108.812			1031.2316	0.0105516549337705	10.5516549337705	R1_J26_Bd
Rep1	26	1	20	132.231			1031.2316	0.0128226287867827	12.8226287867827	R1_J26_Bd
Rep1	26	1	21	188.884			1031.2316	0.0183163510505303	18.3163510505303	R1_J26_Bd
Rep1	26	1	22	156.461			1031.2316	0.0151722464672339	15.1722464672339	R1_J26_Bd
Rep1	26	1	23	169.779			1031.2316	0.0164637119343511	16.4637119343511	R1_J26_Bd
Rep1	26	1	24	97.622			1031.2316	0.00946654466368176	9.46654466368176	R1_J26_Bd
Rep1	26	1	25	165.024			1031.2316	0.0160026127981338	16.0026127981338	R1_J26_Bd
Rep1	26	1	26	82.132			1031.2316	0.00796445725674039	7.96445725674039	R1_J26_Bd
Rep1	26	1	27	126.574			1031.2316	0.0122740614232535	12.2740614232535	R1_J26_Bd
Rep2	2	1	1	51.313			1031.2316	0.00497589484263283	4.97589484263283	R2_J2_Bd
Rep2	2	1	2	64.498			1031.2316	0.00625446310993573	6.25446310993573	R2_J2_Bd
Rep2	2	1	3	61.188			1031.2316	0.00593348768598635	5.93348768598635	R2_J2_Bd
Rep2	2	1	4	64.031			1031.2316	0.00620917745344499	6.20917745344499	R2_J2_Bd
Rep2	2	1	5	76.844			1031.2316	0.00745167234983877	7.45167234983877	R2_J2_Bd
Rep2	2	1	6	52.612			1031.2316	0.00510186072653321	5.10186072653321	R2_J2_Bd
Rep2	2	1	7	64.351			1031.2316	0.006240208310141	6.240208310141	R2_J2_Bd
Rep2	2	1	8	72.45			1031.2316	0.00702557989883165	7.02557989883165	R2_J2_Bd
Rep2	2	1	9	78.16			1031.2316	0.00757928674800113	7.57928674800113	R2_J2_Bd
Rep2	2	1	10	47.802			1031.2316	0.00463542816182126	4.63542816182126	R2_J2_Bd
Rep2	2	1	11	44.721			1031.2316	0.00433665919469496	4.33665919469496	R2_J2_Bd
Rep2	2	1	12	65.008			1031.2316	0.006303918537795	6.303918537795	R2_J2_Bd
Rep2	2	1	13	44.045			1031.2316	0.00427110650992464	4.27110650992464	R2_J2_Bd
Rep2	2	1	14	48.466			1031.2316	0.00469981718946549	4.69981718946549	R2_J2_Bd
Rep2	2	1	15	54.203			1031.2316	0.00525614226716869	5.25614226716869	R2_J2_Bd
Rep2	2	1	16	61.741			1031.2316	0.00598711288521415	5.98711288521415	R2_J2_Bd
Rep2	2	1	17	54.562			1031.2316	0.00529095500952453	5.29095500952453	R2_J2_Bd
Rep2	2	1	18	46.065			1031.2316	0.00446698879281822	4.46698879281822	R2_J2_Bd
Rep2	2	1	19	75.273			1031.2316	0.00729933023774679	7.29933023774679	R2_J2_Bd
Rep2	2	2	1	75.743			1031.2316	0.00734490680851906	7.34490680851906	R2_J2_Bd
Rep2	2	2	2	61.033			1031.2316	0.00591845711477422	5.91845711477422	R2_J2_Bd
Rep2	2	2	3	67.941			1031.2316	0.00658833573369939	6.58833573369939	R2_J2_Bd
Rep2	2	2	4	43.012			1031.2316	0.00417093502565282	4.17093502565282	R2_J2_Bd
Rep2	2	2	5	41.34			1031.2316	0.00400879879941615	4.00879879941616	R2_J2_Bd
Rep2	2	2	6	41.976			1031.2316	0.00407047262709948	4.07047262709948	R2_J2_Bd
Rep2	2	2	7	48.826			1031.2316	0.0047347269032485	4.7347269032485	R2_J2_Bd
Rep2	2	2	8	61.4			1031.2316	0.00595404562854746	5.95404562854746	R2_J2_Bd
Rep2	2	2	9	59.873			1031.2316	0.00580597025925117	5.80597025925117	R2_J2_Bd
Rep2	2	2	10	78.588			1031.2316	0.00762079051883204	7.62079051883204	R2_J2_Bd
Rep2	2	2	11	50.16			1031.2316	0.00486408678710001	4.86408678710001	R2_J2_Bd
Rep2	2	2	12	52.612			1031.2316	0.00510186072653321	5.10186072653321	R2_J2_Bd
Rep2	2	2	13	47.424			1031.2316	0.0045987729623491	4.5987729623491	R2_J2_Bd
Rep2	2	2	14	43.863			1031.2316	0.00425345771017878	4.25345771017878	R2_J2_Bd
Rep2	2	3	1	85.615			1031.2316	0.00830220873759105	8.30220873759105	R2_J2_Bd
Rep2	2	3	2	67.417			1031.2316	0.00653752270585967	6.53752270585967	R2_J2_Bd
Rep2	2	3	3	64.622			1031.2316	0.00626648756690544	6.26648756690544	R2_J2_Bd
Rep2	2	3	4	61.847			1031.2316	0.0059973918564947	5.9973918564947	R2_J2_Bd
Rep2	2	3	5	66.189			1031.2316	0.00641844179328872	6.41844179328872	R2_J2_Bd
Rep2	2	3	6	58.523			1031.2316	0.00567505883256487	5.67505883256487	R2_J2_Bd
Rep2	2	3	7	23.537			1031.2316	0.00228241648141892	2.28241648141892	R2_J2_Bd
Rep2	2	3	8	58.181			1031.2316	0.005641894604471	5.641894604471	R2_J2_Bd
Rep2	2	3	9	58.31			1031.2316	0.00565440391857658	5.65440391857658	R2_J2_Bd
Rep2	2	3	10	52.924			1031.2316	0.00513211581181182	5.13211581181182	R2_J2_Bd
Rep2	2	3	11	67.082			1031.2316	0.00650503727775603	6.50503727775603	R2_J2_Bd
Rep2	2	3	12	59.933			1031.2316	0.00581178854488167	5.81178854488167	R2_J2_Bd
Rep2	2	3	13	66.068			1031.2316	0.00640670825060054	6.40670825060054	R2_J2_Bd
Rep2	2	3	14	63.032			1031.2316	0.00611230299769712	6.11230299769712	R2_J2_Bd
Rep2	2	3	15	66.31			1031.2316	0.0064301753359769	6.4301753359769	R2_J2_Bd
Rep2	2	3	16	57.07			1031.2316	0.00553415934887953	5.53415934887953	R2_J2_Bd
Rep2	2	3	17	50.359			1031.2316	0.00488338410110784	4.88338410110784	R2_J2_Bd
Rep2	2	3	18	61.134			1031.2316	0.0059282512289189	5.9282512289189	R2_J2_Bd
Rep2	2	3	19	40.224			1031.2316	0.00390057868668881	3.90057868668881	R2_J2_Bd
Rep2	2	3	20	66.4			1031.2316	0.00643890276442266	6.43890276442266	R2_J2_Bd
Rep2	2	3	21	47.707			1031.2316	0.00462621587623963	4.62621587623963	R2_J2_Bd
Rep2	2	3	22	86.163			1031.2316	0.00835534907968297	8.35534907968297	R2_J2_Bd
Rep2	2	3	23	49.406			1031.2316	0.00479097033101003	4.79097033101003	R2_J2_Bd
Rep2	2	3	24	51.624			1031.2316	0.00500605295648427	5.00605295648427	R2_J2_Bd
Rep2	2	3	25	68.797			1031.2316	0.00667134327536123	6.67134327536123	R2_J2_Bd
Rep2	2	3	26	55.218			1031.2316	0.00535456826575136	5.35456826575136	R2_J2_Bd
Rep2	2	3	27	56.303			1031.2316	0.00545978226423628	5.45978226423628	R2_J2_Bd
Rep2	2	3	28	64.14			1031.2316	0.00621974733900707	6.21974733900707	R2_J2_Bd
Rep2	2	3	29	24.839			1031.2316	0.00240867327960082	2.40867327960082	R2_J2_Bd
Rep2	2	3	30	51			1031.2316	0.00494554278592704	4.94554278592704	R2_J2_Bd
Rep2	2	3	31	53.907			1031.2316	0.00522743872472488	5.22743872472488	R2_J2_Bd
Rep2	2	3	32	64.07			1031.2316	0.00621295933910481	6.21295933910481	R2_J2_Bd
Rep2	2	3	33	57.974			1031.2316	0.00562182151904577	5.62182151904577	R2_J2_Bd
Rep2	2	3	34	68.118			1031.2316	0.00660549967630937	6.60549967630937	R2_J2_Bd
Rep2	2	3	35	63.008			1031.2316	0.00610997568344492	6.10997568344492	R2_J2_Bd
Rep2	2	3	36	65			1031.2316	0.0063031427663776	6.3031427663776	R2_J2_Bd
Rep2	2	3	37	63.032			1031.2316	0.00611230299769712	6.11230299769712	R2_J2_Bd
Rep2	2	3	38	49.092			1031.2316	0.00476052130287706	4.76052130287706	R2_J2_Bd
Rep2	2	3	40	67.624			1031.2316	0.00655759579128491	6.55759579128491	R2_J2_Bd
Rep2	2	3	41	45.541			1031.2316	0.0044161757649785	4.4161757649785	R2_J2_Bd
Rep2	2	3	42	58.523			1031.2316	0.00567505883256487	5.67505883256487	R2_J2_Bd
Rep2	2	3	43	76.792			1031.2316	0.00744662983562567	7.44662983562567	R2_J2_Bd
Rep2	2	3	44	67.082			1031.2316	0.00650503727775603	6.50503727775603	R2_J2_Bd
Rep2	2	3	45	47.508			1031.2316	0.0046069185622318	4.6069185622318	R2_J2_Bd
Rep2	2	3	46	40.162			1031.2316	0.00389456645820396	3.89456645820396	R2_J2_Bd
Rep2	2	3	47	60.531			1031.2316	0.00586977745833235	5.86977745833235	R2_J2_Bd
Rep2	2	4	1	160.863			1031.2316	0.0155991146896585	15.5991146896585	R2_J2_Bd
Rep2	2	4	2	141.873			1031.2316	0.0137576272876045	13.7576272876045	R2_J2_Bd
Rep2	2	4	3	99.02			1031.2316	0.00960211071887246	9.60211071887246	R2_J2_Bd
Rep2	2	4	4	135.695			1031.2316	0.0131585378105171	13.1585378105171	R2_J2_Bd
Rep2	2	4	5	221.603			1031.2316	0.0214891591762704	21.4891591762704	R2_J2_Bd
Rep2	2	4	6	264.371			1031.2316	0.0256364331736925	25.6364331736925	R2_J2_Bd
Rep2	2	4	7	191.379			1031.2316	0.018558294761332	18.558294761332	R2_J2_Bd
Rep2	2	4	8	46.271			1031.2316	0.00448696490681628	4.48696490681628	R2_J2_Bd
Rep2	2	4	9	59.008			1031.2316	0.00572208997474476	5.72208997474476	R2_J2_Bd
Rep2	2	4	10	46.325			1031.2316	0.00449220136388373	4.49220136388373	R2_J2_Bd
Rep2	2	4	11	45.88			1031.2316	0.00444904907879084	4.44904907879084	R2_J2_Bd
Rep2	2	4	12	56.303			1031.2316	0.00545978226423628	5.45978226423628	R2_J2_Bd
Rep2	2	4	13	66.03			1031.2316	0.00640302333636789	6.40302333636789	R2_J2_Bd
Rep2	2	4	14	53.009			1031.2316	0.0051403583831217	5.1403583831217	R2_J2_Bd
Rep2	2	4	15	61.351			1031.2316	0.00594929402861588	5.94929402861588	R2_J2_Bd
Rep2	2	4	16	45			1031.2316	0.0043637142228768	4.3637142228768	R2_J2_Bd
Rep2	2	4	17	57.567			1031.2316	0.00558235414818553	5.58235414818553	R2_J2_Bd
Rep2	2	4	18	73.539			1031.2316	0.00713118178302527	7.13118178302527	R2_J2_Bd
Rep2	2	4	19	51.865			1031.2316	0.00502942307043345	5.02942307043345	R2_J2_Bd
Rep2	2	4	20	44.385			1031.2316	0.00430407679516415	4.30407679516415	R2_J2_Bd
Rep2	2	4	21	50.249			1031.2316	0.00487271724411859	4.87271724411859	R2_J2_Bd
Rep2	2	4	22	45.31			1031.2316	0.00439377536530106	4.39377536530106	R2_J2_Bd
Rep2	2	4	23	43.863			1031.2316	0.00425345771017878	4.25345771017878	R2_J2_Bd
Rep2	2	4	24	53.009			1031.2316	0.0051403583831217	5.1403583831217	R2_J2_Bd
Rep2	2	4	25	41.183			1031.2316	0.00399357428534967	3.99357428534967	R2_J2_Bd
Rep2	2	5	1	100.623			1031.2316	0.00975755591663405	9.75755591663405	R2_J2_Bd
Rep2	2	5	2	74.518			1031.2316	0.00722611681022963	7.22611681022963	R2_J2_Bd
Rep2	2	5	3	74.027			1031.2316	0.00717850383948669	7.17850383948669	R2_J2_Bd
Rep2	2	5	4	79.906			1031.2316	0.00774859885984875	7.74859885984875	R2_J2_Bd
Rep2	2	5	5	68.819			1031.2316	0.00667347664675908	6.67347664675908	R2_J2_Bd
Rep2	2	5	6	89.051			1031.2316	0.00863540256136449	8.63540256136449	R2_J2_Bd
Rep2	2	5	7	82.389			1031.2316	0.00798937891352437	7.98937891352437	R2_J2_Bd
Rep2	2	5	8	68			1031.2316	0.00659405704790272	6.59405704790272	R2_J2_Bd
Rep2	2	6	1	49.477			1031.2316	0.00479785530233945	4.79785530233946	R2_J2_Bd
Rep2	2	6	2	49.477			1031.2316	0.00479785530233945	4.79785530233946	R2_J2_Bd
Rep2	2	6	3	54.781			1031.2316	0.00531219175207587	5.31219175207587	R2_J2_Bd
Rep2	2	6	4	37.216			1031.2316	0.00360888863374629	3.60888863374629	R2_J2_Bd
Rep2	2	6	5	65.795			1031.2316	0.00638023505098176	6.38023505098176	R2_J2_Bd
Rep2	2	6	6	76.42			1031.2316	0.00741055646471656	7.41055646471656	R2_J2_Bd
Rep2	2	6	7	66.843			1031.2316	0.0064818611066612	6.4818611066612	R2_J2_Bd
Rep2	2	6	8	89.443			1031.2316	0.0086734153608171	8.6734153608171	R2_J2_Bd
Rep2	2	6	9	72.007			1031.2316	0.00698262155659311	6.98262155659311	R2_J2_Bd
Rep2	2	6	10	48.021			1031.2316	0.0046566649043726	4.6566649043726	R2_J2_Bd
Rep2	2	6	11	42.379			1031.2316	0.00410955211225102	4.10955211225102	R2_J2_Bd
Rep2	2	6	12	56.613			1031.2316	0.00548984340666054	5.48984340666054	R2_J2_Bd
Rep2	2	6	13	54			1031.2316	0.00523645706745216	5.23645706745216	R2_J2_Bd
Rep2	2	6	14	57.723			1031.2316	0.00559748169082484	5.59748169082484	R2_J2_Bd
Rep2	2	6	15	49.82			1031.2316	0.00483111650186049	4.83111650186049	R2_J2_Bd
Rep2	2	6	16	43.186			1031.2316	0.00418780805398128	4.18780805398128	R2_J2_Bd
Rep2	2	6	17	36.497			1031.2316	0.00353916617760744	3.53916617760744	R2_J2_Bd
Rep2	2	6	18	52.173			1031.2316	0.00505929027000336	5.05929027000336	R2_J2_Bd
Rep2	2	6	19	44.204			1031.2316	0.00428652496684547	4.28652496684547	R2_J2_Bd
Rep2	2	6	20	58.31			1031.2316	0.00565440391857658	5.65440391857658	R2_J2_Bd
Rep2	2	6	21	47.508			1031.2316	0.0046069185622318	4.6069185622318	R2_J2_Bd
Rep2	2	6	22	50.596			1031.2316	0.00490636632934833	4.90636632934832	R2_J2_Bd
Rep2	2	6	23	53			1031.2316	0.00513948564027712	5.13948564027712	R2_J2_Bd
Rep2	2	6	24	65.192			1031.2316	0.00632176128039521	6.32176128039521	R2_J2_Bd
Rep2	2	6	25	49.649			1031.2316	0.00481453438781356	4.81453438781356	R2_J2_Bd
Rep2	2	6	26	43.139			1031.2316	0.00418325039690405	4.18325039690405	R2_J2_Bd
Rep2	2	6	27	41.183			1031.2316	0.00399357428534967	3.99357428534967	R2_J2_Bd
Rep2	2	6	28	54.406			1031.2316	0.00527582746688523	5.27582746688523	R2_J2_Bd
Rep2	2	7	1	65.795			1031.2316	0.00638023505098176	6.38023505098176	R2_J2_Bd
Rep2	2	7	2	63.891			1031.2316	0.00619560145364048	6.19560145364048	R2_J2_Bd
Rep2	2	7	3	54.083			1031.2316	0.00524450569590769	5.24450569590769	R2_J2_Bd
Rep2	2	7	4	67.119			1031.2316	0.00650862522056151	6.50862522056151	R2_J2_Bd
Rep2	2	7	5	39.357			1031.2316	0.00381650445932805	3.81650445932805	R2_J2_Bd
Rep2	2	7	6	34.713			1031.2316	0.00336616915152716	3.36616915152716	R2_J2_Bd
Rep2	2	7	7	59.942			1031.2316	0.00581266128772625	5.81266128772625	R2_J2_Bd
Rep2	2	7	8	58.412			1031.2316	0.00566429500414844	5.66429500414844	R2_J2_Bd
Rep2	2	7	9	57.385			1031.2316	0.00556470534843967	5.56470534843967	R2_J2_Bd
Rep2	2	7	10	61.033			1031.2316	0.00591845711477422	5.91845711477422	R2_J2_Bd
Rep2	2	7	11	60			1031.2316	0.0058182856305024	5.8182856305024	R2_J2_Bd
Rep2	2	7	12	56.356			1031.2316	0.00546492174987656	5.46492174987655	R2_J2_Bd
Rep2	2	7	13	64.846			1031.2316	0.00628820916659265	6.28820916659265	R2_J2_Bd
Rep2	2	7	14	49.244			1031.2316	0.00477526095980767	4.77526095980767	R2_J2_Bd
Rep2	2	7	15	51.788			1031.2316	0.00502195627054097	5.02195627054097	R2_J2_Bd
Rep2	2	7	16	58.31			1031.2316	0.00565440391857658	5.65440391857658	R2_J2_Bd
Rep2	2	7	17	61.774			1031.2316	0.00599031294231092	5.99031294231092	R2_J2_Bd
Rep2	2	7	18	46.043			1031.2316	0.00446485542142037	4.46485542142037	R2_J2_Bd
Rep2	2	7	19	45.793			1031.2316	0.00444061256462661	4.44061256462661	R2_J2_Bd
Rep2	2	7	20	66.068			1031.2316	0.00640670825060054	6.40670825060054	R2_J2_Bd
Rep2	2	7	21	53.46			1031.2316	0.00518409249677764	5.18409249677764	R2_J2_Bd
Rep2	2	7	22	51.971			1031.2316	0.005039702041714	5.039702041714	R2_J2_Bd
Rep2	2	7	23	55.866			1031.2316	0.00541740575056079	5.41740575056079	R2_J2_Bd
Rep2	2	7	24	47			1031.2316	0.00455765707722688	4.55765707722688	R2_J2_Bd
Rep2	2	7	25	50			1031.2316	0.004848571358752	4.848571358752	R2_J2_Bd
Rep2	2	7	26	61.033			1031.2316	0.00591845711477422	5.91845711477422	R2_J2_Bd
Rep2	2	7	27	69.34			1031.2316	0.00672399876031728	6.72399876031728	R2_J2_Bd
Rep2	2	7	28	55.902			1031.2316	0.00542089672193909	5.42089672193909	R2_J2_Bd
Rep2	2	7	29	57.775			1031.2316	0.00560252420503794	5.60252420503794	R2_J2_Bd
Rep2	2	7	30	53.824			1031.2316	0.00521939009626935	5.21939009626935	R2_J2_Bd
Rep2	2	7	31	49.204			1031.2316	0.00477138210272067	4.77138210272067	R2_J2_Bd
Rep2	2	7	32	53.263			1031.2316	0.00516498912562416	5.16498912562416	R2_J2_Bd
Rep2	2	7	33	47.011			1031.2316	0.00455872376292581	4.55872376292581	R2_J2_Bd
Rep2	2	7	34	52.431			1031.2316	0.00508430889821452	5.08430889821452	R2_J2_Bd
Rep2	2	7	35	52.01			1031.2316	0.00504348392737383	5.04348392737383	R2_J2_Bd
Rep2	2	7	36	57.14			1031.2316	0.00554094734878179	5.54094734878179	R2_J2_Bd
Rep2	2	7	37	60.008			1031.2316	0.0058190614019198	5.8190614019198	R2_J2_Bd
Rep2	2	7	38	57.723			1031.2316	0.00559748169082484	5.59748169082484	R2_J2_Bd
Rep2	2	7	39	70.064			1031.2316	0.006794206073592	6.794206073592	R2_J2_Bd
