sampleID	anyedge	anyevap	primers	Run1_1	Run1_2	Run2_1	Run2_2	Run3_1	Run3_2	Run4_1	Run4_2	sd	ave_log10copies	nRep	Run1_ave	Run2_ave	Run3_ave	Run4_ave	ave_over_same_plate	R1	R2	R3	R4	totalStDev	lwr_95	upr_95
R7_J21_Pre	TRUE	FALSE	515F/806R	NA	NA	4.18117947243585	4.23614605045641	4.32380177063193	4.22122723109799	NA	NA	0.0451499979336116	4.24058863115555	4	NA	4.20866276144613	4.27251450086496	NA	FALSE	4.20866276144613	4.27251450086496	NA	NA	0.350673253365182	3.53924212442518	4.94193513788591
R12_J18_Pre	TRUE	FALSE	515F/806R	NA	NA	1.92176381801193	NA	2.26661239442353	NA	NA	NA	0.243844766863165	2.09418810621773	2	NA	1.92176381801193	2.26661239442353	NA	FALSE	1.92176381801193	2.26661239442353	NA	NA	0.350673253365182	1.39284159948737	2.79553461294809
R2_J14_Pre	TRUE	FALSE	515F/806R	NA	NA	3.94106231581974	NA	4.11295410603439	NA	NA	NA	0.121545850491077	4.02700821092707	2	NA	3.94106231581974	4.11295410603439	NA	FALSE	3.94106231581974	4.11295410603439	NA	NA	0.350673253365182	3.3256617041967	4.72835471765743
UNKNOWN	TRUE	FALSE	515F/806R	NA	NA	0.31326816646302	NA	0.0954513076218584	NA	NA	NA	0.154019777943339	0.204359737042439	2	NA	0.31326816646302	0.0954513076218584	NA	FALSE	0.31326816646302	0.0954513076218584	NA	NA	0.350673253365182	-0.496986769687924	0.905706243772803
R7_J14_Pre	FALSE	FALSE	515F/806R	NA	NA	2.23131244160138	NA	2.95329195074794	NA	NA	NA	0.510516606795266	2.59230219617466	2	NA	2.23131244160138	2.95329195074794	NA	FALSE	2.23131244160138	2.95329195074794	NA	NA	0.350673253365182	1.8909556894443	3.29364870290502
R2_J10_Pre	FALSE	FALSE	515F/806R	NA	NA	1.52831883849637	NA	1.94179301923272	NA	NA	NA	0.292370397044228	1.73505592886455	2	NA	1.52831883849637	1.94179301923272	NA	FALSE	1.52831883849637	1.94179301923272	NA	NA	0.350673253365182	1.03370942213418	2.43640243559491
R12_J22_Pre	TRUE	NA	515F/806R	NA	NA	0.342197944368577	NA	1.15823750890404	NA	NA	NA	0.577027109799542	0.750217726636308	4	NA	0.342197944368577	1.15823750890404	NA	FALSE	0.342197944368577	1.15823750890404	NA	NA	0.350673253365182	0.0488712199059443	1.45156423336667
R8_J12_Pre	FALSE	FALSE	515F/806R	NA	NA	5.28340401063754	NA	5.15009667243309	NA	NA	NA	0.0942625228262917	5.21675034153531	2	NA	5.28340401063754	5.15009667243309	NA	FALSE	5.28340401063754	5.15009667243309	NA	NA	0.350673253365182	4.51540383480495	5.91809684826568
R5_J15_Pre	TRUE	FALSE	515F/806R	NA	NA	4.97674836483864	NA	4.79393507682914	NA	NA	NA	0.129268515642527	4.88534172083389	2	NA	4.97674836483864	4.79393507682914	NA	FALSE	4.97674836483864	4.79393507682914	NA	NA	0.350673253365182	4.18399521410353	5.58668822756426
R6_J6_Pre	FALSE	FALSE	515F/806R	NA	NA	5.36730036656365	NA	5.52335402462603	NA	NA	NA	0.110346599844875	5.44532719559484	2	NA	5.36730036656365	5.52335402462603	NA	FALSE	5.36730036656365	5.52335402462603	NA	NA	0.350673253365182	4.74398068886447	6.1466737023252
R2_J13_Pre	FALSE	FALSE	515F/806R	NA	NA	5.45987565586143	NA	5.6287778569248	NA	NA	NA	0.119431891729242	5.54432675639311	2	NA	5.45987565586143	5.6287778569248	NA	FALSE	5.45987565586143	5.6287778569248	NA	NA	0.350673253365182	4.84298024966275	6.24567326312348
R4_J22_Pre	FALSE	FALSE	515F/806R	NA	NA	5.46276863365198	NA	5.6743665411621	NA	NA	NA	0.149622315285288	5.56856758740704	2	NA	5.46276863365198	5.6743665411621	NA	FALSE	5.46276863365198	5.6743665411621	NA	NA	0.350673253365182	4.86722108067668	6.26991409413741
R4_J27_Pre	TRUE	FALSE	515F/806R	NA	NA	5.13875512110976	NA	5.48631321868322	NA	NA	NA	0.24576068765049	5.31253416989649	2	NA	5.13875512110976	5.48631321868322	NA	FALSE	5.13875512110976	5.48631321868322	NA	NA	0.350673253365182	4.61118766316612	6.01388067662685
R7_J5_Pre	FALSE	FALSE	515F/806R	NA	NA	5.74917343491699	NA	5.85672127811132	NA	NA	NA	0.0760478092247024	5.80294735651415	2	NA	5.74917343491699	5.85672127811132	NA	FALSE	5.74917343491699	5.85672127811132	NA	NA	0.350673253365182	5.10160084978379	6.50429386324452
R6_J28_Pre	FALSE	FALSE	515F/806R	NA	NA	4.98253432041975	NA	5.23557545537804	NA	NA	NA	0.178927102448143	5.1090548878989	2	NA	4.98253432041975	5.23557545537804	NA	FALSE	4.98253432041975	5.23557545537804	NA	NA	0.350673253365182	4.40770838116853	5.81040139462926
R1_J9_Pre	FALSE	FALSE	515F/806R	NA	NA	4.53122978509308	NA	4.5830874122316	NA	NA	NA	0.036668879805894	4.55715859866234	2	NA	4.53122978509308	4.5830874122316	NA	FALSE	4.53122978509308	4.5830874122316	NA	NA	0.350673253365182	3.85581209193198	5.25850510539271
R11_J13_Pre	FALSE	FALSE	515F/806R	NA	NA	5.61609645655143	NA	5.46351887656456	NA	NA	NA	0.107888641465745	5.539807666558	2	NA	5.61609645655143	5.46351887656456	NA	FALSE	5.61609645655143	5.46351887656456	NA	NA	0.350673253365182	4.83846115982763	6.24115417328836
R9_J9_Pre	FALSE	FALSE	515F/806R	NA	NA	5.74628045712643	NA	5.86526915640582	NA	NA	NA	0.0841377161450209	5.80577480676612	2	NA	5.74628045712643	5.86526915640582	NA	FALSE	5.74628045712643	5.86526915640582	NA	NA	0.350673253365182	5.10442830003576	6.50712131349649
R9_J17_Pre	FALSE	FALSE	515F/806R	NA	NA	5.08089556529864	NA	5.27261626132085	NA	NA	NA	0.135567004251106	5.17675591330975	2	NA	5.08089556529864	5.27261626132085	NA	FALSE	5.08089556529864	5.27261626132085	NA	NA	0.350673253365182	4.47540940657938	5.87810242004011
R3_J21_Pre	FALSE	FALSE	515F/806R	NA	NA	5.63924027887587	NA	5.50055968250737	NA	NA	NA	0.098061990111161	5.56989998069162	2	NA	5.63924027887587	5.50055968250737	NA	FALSE	5.63924027887587	5.50055968250737	NA	NA	0.350673253365182	4.86855347396126	6.27124648742199
R4_J23_Pre	TRUE	FALSE	515F/806R	NA	NA	4.14935671673974	NA	4.06736542179709	NA	NA	NA	0.057976600652218	4.10836106926841	2	NA	4.14935671673974	4.06736542179709	NA	FALSE	4.14935671673974	4.06736542179709	NA	NA	0.350673253365182	3.40701456253805	4.80970757599878
R7_J20_Pre	TRUE	FALSE	515F/806R	NA	NA	4.65852080787753	NA	4.40643126081205	NA	NA	NA	0.178254228196246	4.53247603434479	2	NA	4.65852080787753	4.40643126081205	NA	FALSE	4.65852080787753	4.40643126081205	NA	NA	0.350673253365182	3.83112952761442	5.23382254107515
R8_J18_Pre	TRUE	FALSE	515F/806R	NA	NA	5.43673183353698	NA	5.57749058715783	NA	NA	NA	0.0995314691966658	5.50711121034741	2	NA	5.43673183353698	5.57749058715783	NA	FALSE	5.43673183353698	5.57749058715783	NA	NA	0.350673253365182	4.80576470361704	6.20845771707777
R12_J7_Pre	TRUE	FALSE	515F/806R	NA	NA	2.69418888809028	NA	3.02737356263356	NA	NA	NA	0.235597142756988	2.86078122536192	2	NA	2.69418888809028	3.02737356263356	NA	FALSE	2.69418888809028	3.02737356263356	NA	NA	0.350673253365182	2.15943471863155	3.56212773209228
R8_J7_Pre	TRUE	FALSE	515F/806R	NA	NA	5.7028857902681	NA	5.85387198534649	NA	NA	NA	0.106763362405487	5.7783788878073	2	NA	5.7028857902681	5.85387198534649	NA	FALSE	5.7028857902681	5.85387198534649	NA	NA	0.350673253365182	5.07703238107693	6.47972539453766
R8_J28_Pre	TRUE	FALSE	515F/806R	NA	NA	5.31233378854309	NA	5.07316576778264	NA	NA	NA	0.169117329322683	5.19274977816286	2	NA	5.31233378854309	5.07316576778264	NA	FALSE	5.31233378854309	5.07316576778264	NA	NA	0.350673253365182	4.4914032714325	5.89409628489323
R1_J15_Pre	TRUE	FALSE	515F/806R	NA	NA	2.2949579529936	NA	2.39198127607612	NA	NA	NA	0.0686058496848972	2.34346961453486	2	NA	2.2949579529936	2.39198127607612	NA	FALSE	2.2949579529936	2.39198127607612	NA	NA	0.350673253365182	1.6421231078045	3.04481612126522
R9_J11_Pre	TRUE	FALSE	515F/806R	NA	NA	0.894756702364696	NA	1.08700518978325	NA	NA	NA	0.135940209126516	0.990880946073972	2	NA	0.894756702364696	1.08700518978325	NA	FALSE	0.894756702364696	1.08700518978325	NA	NA	0.350673253365182	0.289534439343609	1.69222745280434
R5_J3_Pre	TRUE	TRUE	515F/806R	NA	NA	2.10980737439805	NA	NA	NA	2.1290164336522	2.12043168996812	0.0105476908219441	2.1172657181041	3	NA	2.10980737439805	NA	2.12472406181016	FALSE	2.10980737439805	2.12472406181016	NA	NA	0.350673253365182	1.41591921137374	2.81861222483447
R4_J10_Pre	TRUE	FALSE	515F/806R	NA	NA	4.98253432041975	NA	5.11305586649028	NA	NA	NA	0.092292670317421	5.04779509345502	2	NA	4.98253432041975	5.11305586649028	NA	FALSE	4.98253432041975	5.11305586649028	NA	NA	0.350673253365182	4.34644858672465	5.74914160018538
R3_J7_Pre	TRUE	FALSE	515F/806R	NA	NA	4.95649752030475	NA	4.95919405718938	NA	NA	NA	0.00190673951683548	4.95784578874706	2	NA	4.95649752030475	4.95919405718938	NA	FALSE	4.95649752030475	4.95919405718938	NA	NA	0.350673253365182	4.2564992820167	5.65919229547743
R7_J8_Pre	TRUE	FALSE	515F/806R	NA	NA	5.73470854596421	NA	5.79403683728503	NA	NA	NA	0.0419514371091626	5.76437269162462	2	NA	5.73470854596421	5.79403683728503	NA	FALSE	5.73470854596421	5.79403683728503	NA	NA	0.350673253365182	5.06302618489426	6.46571919835498
R7_J26_Pre	TRUE	FALSE	515F/806R	NA	NA	5.15322001006253	NA	5.15009667243309	NA	NA	NA	0.00220853321771493	5.15165834124781	2	NA	5.15322001006253	5.15009667243309	NA	FALSE	5.15322001006253	5.15009667243309	NA	NA	0.350673253365182	4.45031183451745	5.85300484797818
R6_J9_Pre	TRUE	FALSE	515F/806R	NA	NA	2.40778408682527	NA	2.43756996031342	NA	NA	NA	0.021061793127035	2.42267702356935	2	NA	2.40778408682527	2.43756996031342	NA	FALSE	2.40778408682527	2.43756996031342	NA	NA	0.350673253365182	1.72133051683898	3.12402353029971
R11_J4_Pre	TRUE	FALSE	515F/806R	NA	NA	5.19661467692087	NA	5.24697262643736	NA	NA	NA	0.0356084475897633	5.22179365167912	2	NA	5.19661467692087	5.24697262643736	NA	FALSE	5.19661467692087	5.24697262643736	NA	NA	0.350673253365182	4.52044714494875	5.92314015840948
R6_J24_Pre	TRUE	FALSE	515F/806R	NA	NA	2.29206497520305	NA	2.15264068383026	NA	NA	NA	0.0985878618918263	2.22235282951666	2	NA	2.29206497520305	2.15264068383026	NA	FALSE	2.29206497520305	2.15264068383026	NA	NA	0.350673253365182	1.52100632278629	2.92369933624702
R2_J17_Pre	TRUE	NA	515F/806R	NA	NA	NA	NA	5.67151724839727	NA	5.42269642711145	5.20235467255335	0.253845464444897	5.49202139911483	4	NA	NA	5.67151724839727	5.3125255498324	FALSE	5.67151724839727	5.3125255498324	NA	NA	0.350673253365182	4.79067489238447	6.1933679058452
R8_J4_Pre	TRUE	FALSE	515F/806R	NA	NA	5.56980881190254	NA	5.64872290627862	NA	NA	NA	0.0558006912645198	5.60926585909058	2	NA	5.56980881190254	5.64872290627862	NA	FALSE	5.56980881190254	5.64872290627862	NA	NA	0.350673253365182	4.90791935236022	6.31061236582094
R6_J26_Pre	TRUE	FALSE	515F/806R	NA	NA	4.70191547473586	NA	5.00763203419151	NA	NA	NA	0.216174252312111	4.85477375446369	2	NA	4.70191547473586	5.00763203419151	NA	FALSE	4.70191547473586	5.00763203419151	NA	NA	0.350673253365182	4.15342724773332	5.55612026119405
R3_J24_Pre	TRUE	FALSE	515F/806R	NA	NA	4.86392223100697	NA	5.20993182049455	NA	NA	NA	0.244665727082241	5.03692702575076	2	NA	4.86392223100697	5.20993182049455	NA	FALSE	4.86392223100697	5.20993182049455	NA	NA	0.350673253365182	4.3355805190204	5.73827353248113
R3_J15_Pre	TRUE	FALSE	515F/806R	NA	NA	5.56691583411198	NA	5.6287778569248	NA	NA	NA	0.0437430558288554	5.59784684551839	2	NA	5.56691583411198	5.6287778569248	NA	FALSE	5.56691583411198	5.6287778569248	NA	NA	0.350673253365182	4.89650033878803	6.29919335224875
R5_J11_Pre	FALSE	FALSE	515F/806R	NA	NA	5.3181197441242	NA	5.37234150808995	NA	NA	NA	0.0383405769880778	5.34523062610708	2	NA	5.3181197441242	5.37234150808995	NA	FALSE	5.3181197441242	5.37234150808995	NA	NA	0.350673253365182	4.64388411937671	6.04657713283744
R8_J9_Pre	FALSE	FALSE	515F/806R	NA	NA	2.52928915402861	NA	2.62277399002747	NA	NA	NA	0.06610376147291	2.57603157202804	2	NA	2.52928915402861	2.62277399002747	NA	FALSE	2.52928915402861	2.62277399002747	NA	NA	0.350673253365182	1.87468506529768	3.2773780787584
R10_J22_Pre	FALSE	FALSE	515F/806R	NA	NA	5.91407316897866	NA	5.91085784064312	NA	NA	NA	0.00227358046979598	5.91246550481089	2	NA	5.91407316897866	5.91085784064312	NA	FALSE	5.91407316897866	5.91085784064312	NA	NA	0.350673253365182	5.21111899808053	6.61381201154125
R11_J28_Pre	FALSE	FALSE	515F/806R	NA	NA	5.50037734492921	NA	5.57749058715783	NA	NA	NA	0.0545272964991393	5.53893396604352	2	NA	5.50037734492921	5.57749058715783	NA	FALSE	5.50037734492921	5.57749058715783	NA	NA	0.350673253365182	4.83758745931315	6.24028047277388
R6_J2_Pre	TRUE	FALSE	515F/806R	NA	NA	5.34126356644865	NA	5.21278111325939	NA	NA	NA	0.090850813913611	5.27702233985402	2	NA	5.34126356644865	5.21278111325939	NA	FALSE	5.34126356644865	5.21278111325939	NA	NA	0.350673253365182	4.57567583312365	5.97836884658438
R11_J6_Pre	FALSE	FALSE	515F/806R	NA	NA	4.98253432041975	NA	5.34099928767681	NA	NA	NA	0.253473009165274	5.16176680404828	2	NA	4.98253432041975	5.34099928767681	NA	FALSE	4.98253432041975	5.34099928767681	NA	NA	0.350673253365182	4.46042029731792	5.86311331077864
R1_J1_Pre	FALSE	FALSE	515F/806R	NA	NA	3.17442320132251	NA	3.25531698382009	NA	NA	NA	0.0572005421598683	3.2148700925713	2	NA	3.17442320132251	3.25531698382009	NA	FALSE	3.17442320132251	3.25531698382009	NA	NA	0.350673253365182	2.51352358584093	3.91621659930166
R9_J28_Pre	FALSE	FALSE	515F/806R	NA	NA	5.83885574642421	NA	5.77979037346087	NA	NA	NA	0.0417655257556901	5.80932305994254	2	NA	5.83885574642421	5.77979037346087	NA	FALSE	5.83885574642421	5.77979037346087	NA	NA	0.350673253365182	5.10797655321218	6.5106695666729
R4_J26_Pre	FALSE	FALSE	515F/806R	NA	NA	5.03460792064975	NA	5.25267121196703	NA	NA	NA	0.1541940320183	5.14363956630839	2	NA	5.03460792064975	5.25267121196703	NA	FALSE	5.03460792064975	5.25267121196703	NA	NA	0.350673253365182	4.44229305957803	5.84498607303875
R4_J13_Pre	TRUE	FALSE	515F/806R	NA	NA	4.03653058290807	NA	3.81662765849191	NA	NA	NA	0.155494849057424	3.92657912069999	2	NA	4.03653058290807	3.81662765849191	NA	FALSE	4.03653058290807	3.81662765849191	NA	NA	0.350673253365182	3.22523261396963	4.62792562743035
R12_J27_Pre	FALSE	FALSE	515F/806R	NA	NA	5.48012650039532	NA	5.84817339981683	NA	NA	NA	0.260248458375634	5.66414995010607	2	NA	5.48012650039532	5.84817339981683	NA	FALSE	5.48012650039532	5.84817339981683	NA	NA	0.350673253365182	4.96280344337571	6.36549645683644
R10_J21_Pre	FALSE	FALSE	515F/806R	NA	NA	1.37788399338748	NA	1.48590617685967	NA	NA	NA	0.0763832184517643	1.43189508512358	2	NA	1.37788399338748	1.48590617685967	NA	FALSE	1.37788399338748	1.48590617685967	NA	NA	0.350673253365182	0.730548578393212	2.13324159185394
R11_J10_Pre	FALSE	FALSE	515F/806R	NA	NA	6.03557823618199	NA	6.21858145924493	NA	NA	NA	0.129402820006801	6.12707984771346	2	NA	6.03557823618199	6.21858145924493	NA	FALSE	6.03557823618199	6.21858145924493	NA	NA	0.350673253365182	5.4257333409831	6.82842635444383
R1_J24_Pre	FALSE	FALSE	515F/806R	NA	NA	4.18407245022641	NA	4.1585427902717	NA	NA	NA	0.0180521956753628	4.17130762024905	2	NA	4.18407245022641	4.1585427902717	NA	FALSE	4.18407245022641	4.1585427902717	NA	NA	0.350673253365182	3.46996111351869	4.87265412697942
R10_J24_Pre	TRUE	FALSE	515F/806R	NA	NA	2.08087759649249	NA	2.59143176961433	NA	NA	NA	0.361016317977541	2.33615468305341	2	NA	2.08087759649249	2.59143176961433	NA	FALSE	2.08087759649249	2.59143176961433	NA	NA	0.350673253365182	1.63480817632304	3.03750118978377
R1_J27_Pre	FALSE	FALSE	515F/806R	NA	NA	5.87935743549199	NA	5.7911875445202	NA	NA	NA	0.0623455278026327	5.83527249000609	2	NA	5.87935743549199	5.7911875445202	NA	FALSE	5.87935743549199	5.7911875445202	NA	NA	0.350673253365182	5.13392598327573	6.53661899673646
R5_J25_Pre	FALSE	FALSE	515F/806R	NA	NA	4.46758427370086	NA	4.72270275770835	NA	NA	NA	0.180396010047732	4.5951435157046	2	NA	4.46758427370086	4.72270275770835	NA	FALSE	4.46758427370086	4.72270275770835	NA	NA	0.350673253365182	3.89379700897424	5.29649002243497
R12_J9_Pre	FALSE	FALSE	515F/806R	NA	NA	3.17731617911306	NA	3.20402971405312	NA	NA	NA	0.0188893217055782	3.19067294658309	2	NA	3.17731617911306	3.20402971405312	NA	FALSE	3.17731617911306	3.20402971405312	NA	NA	0.350673253365182	2.48932643985273	3.89201945331345
R3_J16_Pre	FALSE	FALSE	515F/806R	NA	NA	2.51482426507583	NA	2.45751500966724	NA	NA	NA	0.0405237631241639	2.48616963737154	2	NA	2.51482426507583	2.45751500966724	NA	FALSE	2.51482426507583	2.45751500966724	NA	NA	0.350673253365182	1.78482313064117	3.1875161441019
R3_J28_Pre	TRUE	FALSE	515F/806R	NA	NA	4.48204916265364	NA	4.6372239747634	NA	NA	NA	0.109725161912166	4.55963656870852	2	NA	4.48204916265364	4.6372239747634	NA	FALSE	4.48204916265364	4.6372239747634	NA	NA	0.350673253365182	3.85829006197816	5.26098307543888
R5_J13_Pre	TRUE	FALSE	515F/806R	NA	NA	3.74723280385251	NA	3.81662765849191	NA	NA	NA	0.0490695722949705	3.78193023117221	2	NA	3.74723280385251	3.81662765849191	NA	FALSE	3.74723280385251	3.81662765849191	NA	NA	0.350673253365182	3.08058372444185	4.48327673790257
R11_J15_Pre	TRUE	TRUE	515F/806R	NA	NA	1.42995759361748	NA	1.63976798616058	NA	NA	NA	0.148358351330635	1.53486278988903	2	NA	1.42995759361748	1.63976798616058	NA	FALSE	1.42995759361748	1.63976798616058	NA	NA	0.350673253365182	0.833516283158665	2.23620929661939
R7_J10_Pre	TRUE	FALSE	515F/806R	NA	NA	5.39333716667865	NA	5.36094433703063	NA	NA	NA	0.022905189505937	5.37714075185464	2	NA	5.39333716667865	5.36094433703063	NA	FALSE	5.39333716667865	5.36094433703063	NA	NA	0.350673253365182	4.67579424512427	6.078487258585
R11_J16_Pre	TRUE	FALSE	515F/806R	NA	NA	3.47818586933084	NA	3.38638445100234	NA	NA	NA	0.0649134054226289	3.43228516016659	2	NA	3.47818586933084	3.38638445100234	NA	FALSE	3.47818586933084	3.38638445100234	NA	NA	0.350673253365182	2.73093865343623	4.13363166689695
R2_J20_Pre	TRUE	FALSE	515F/806R	NA	NA	5.70867174584921	NA	5.8367762287575	NA	NA	NA	0.090583548564851	5.77272398730335	2	NA	5.70867174584921	5.8367762287575	NA	FALSE	5.70867174584921	5.8367762287575	NA	NA	0.350673253365182	5.07137748057299	6.47407049403372
R2_J28_Pre	TRUE	FALSE	515F/806R	NA	NA	4.94492560914253	NA	4.9705912282487	NA	NA	NA	0.0181483333133238	4.95775841869562	2	NA	4.94492560914253	4.9705912282487	NA	FALSE	4.94492560914253	4.9705912282487	NA	NA	0.350673253365182	4.25641191196525	5.65910492542598
R2_J12_Pre	TRUE	FALSE	515F/806R	NA	NA	4.58619636311364	NA	4.5289508496998	NA	NA	NA	0.0404786907274269	4.55757360640672	2	NA	4.58619636311364	4.5289508496998	NA	FALSE	4.58619636311364	4.5289508496998	NA	NA	0.350673253365182	3.85622709967636	5.25892011313708
R1_J8_Pre	TRUE	FALSE	515F/806R	NA	NA	5.69999281247754	NA	5.64302432074895	NA	NA	NA	0.040282806815253	5.67150856661325	2	NA	5.69999281247754	5.64302432074895	NA	FALSE	5.69999281247754	5.64302432074895	NA	NA	0.350673253365182	4.97016205988288	6.37285507334361
R3_J4_Pre	TRUE	FALSE	515F/806R	NA	NA	6.05004312513477	NA	5.86241986364099	NA	NA	NA	0.13266968051059	5.95623149438788	2	NA	6.05004312513477	5.86241986364099	NA	FALSE	6.05004312513477	5.86241986364099	NA	NA	0.350673253365182	5.25488498765751	6.65757800111824
R4_J14_Pre	TRUE	FALSE	515F/806R	NA	NA	0.553385323079134	NA	0.688104202706828	NA	NA	NA	0.0952606333385963	0.620744762892981	2	NA	0.553385323079134	0.688104202706828	NA	FALSE	0.553385323079134	0.688104202706828	NA	NA	0.350673253365182	-0.0806017438373823	1.32209126962334
R6_J27_Bd	TRUE	FALSE	ITS1-3/5.8SChytr	NA	NA	2.69755001604793	NA	3.43148450244698	NA	NA	NA	0.518970052279435	3.06451725924746	2	NA	2.69755001604793	3.43148450244698	NA	FALSE	2.69755001604793	3.43148450244698	NA	NA	0.350673253365182	2.36317075251709	3.76586376597782
R6_J16_Bd	TRUE	FALSE	ITS1-3/5.8SChytr	NA	NA	1.52626511180058	NA	2.3152528548124	NA	NA	NA	0.557898583356727	1.92075898330649	2	NA	1.52626511180058	2.3152528548124	NA	FALSE	1.52626511180058	2.3152528548124	NA	NA	0.350673253365182	1.21941247657612	2.62210549003685
R2_J18_Bd	TRUE	FALSE	ITS1-3/5.8SChytr	NA	NA	1.72097999358083	NA	2.38376835236541	NA	NA	NA	0.468662142988084	2.05237417297312	2	NA	1.72097999358083	2.38376835236541	NA	FALSE	1.72097999358083	2.38376835236541	NA	NA	0.350673253365182	1.35102766624276	2.75372067970348
R5_J8_Bd	TRUE	FALSE	ITS1-3/5.8SChytr	NA	NA	2.71552369744303	NA	2.48083197389886	NA	NA	NA	0.165952109206443	2.59817783567094	2	NA	2.71552369744303	2.48083197389886	NA	FALSE	2.71552369744303	2.48083197389886	NA	NA	0.350673253365182	1.89683132894058	3.29952434240131
R9_J15_Bd	TRUE	TRUE	ITS1-3/5.8SChytr	NA	NA	3.79394458114903	NA	NA	NA	5.17114277624423	5.11618220597665	0.954394686822646	4.46880353612974	3	NA	3.79394458114903	NA	5.14366249111044	FALSE	3.79394458114903	5.14366249111044	NA	NA	0.350673253365182	3.76745702939937	5.1701500428601
