SampleID	Rep	DateStart	RichLevel	Inhibitory	qPCR_bact_log10	CV_log10	Richness	inhibRich	inhibRichFrac	inhibProp	inhibReads	shannon	qPCR_bact_log10_inhib	Inhib	inhibProp_raw	inhibRichFrac_raw	Bd_micro_log10	Bd_qPCR_log10	Centre_qPCR_bact_log10	Centre_CV_log10	Centre_Richness	Centre_inhibRich	Centre_inhibRichFrac	Centre_inhibProp	Centre_inhibReads	Centre_shannon	Centre_qPCR_bact_log10_inhib
Con_2020-08-31_0_Rep1	Rep1	2020-08-31	0	0	-2.12764437230718	-0.317612917722109	-2.2972972972973	-0.689189189189189	-0.254054054054054	-0.273156815697563	-0.264302005911138	-0.494588285116473	-0.0850009197197115	0	0	0	1.83608936525654	2.63392835170919	4.47111398684204	-0.892728041232037	2.2972972972973	0.689189189189189	0.254054054054054	0.273156815697563	0.264302005911138	0.494588285116473	0.0850009197197115
Inhib_2020-08-31_1_Rep1	Rep1	2020-08-31	1	1	0.0860446118202978	-0.116292151571947	0.702702702702703	1.31081081081081	0.412612612612613	0.00413586966317858	-0.0288795587038014	0.413596984288412	0.0068145683372612	1	0.277292685360742	0.666666666666667	0.602363550978521	1.77913255572576	4.47111398684204	-0.892728041232037	2.2972972972973	0.689189189189189	0.254054054054054	0.273156815697563	0.264302005911138	0.494588285116473	0.0850009197197115
Inhib_2020-08-31_3_Rep1	Rep1	2020-08-31	3	1	1.20039457977121	0.536783486006385	0.702702702702703	1.31081081081081	0.412612612612613	0.230508580298492	0.224268536083069	0.27069857161881	0.087768500568312	1	0.503665395996055	0.666666666666667	0.146243702470185	3.62398795070118	4.47111398684204	-0.892728041232037	2.2972972972973	0.689189189189189	0.254054054054054	0.273156815697563	0.264302005911138	0.494588285116473	0.0850009197197115
Non_2020-08-31_1_Rep1	Rep1	2020-08-31	1	0	-1.25624389427074	-0.488062646171803	-1.2972972972973	-0.689189189189189	-0.254054054054054	-0.273156815697563	-0.264302005911138	-0.494588285116473	-0.0850009197197115	0	0	0	3.22597217187055	4.01927531772545	4.47111398684204	-0.892728041232037	2.2972972972973	0.689189189189189	0.254054054054054	0.273156815697563	0.264302005911138	0.494588285116473	0.0850009197197115
Non_2020-08-31_3_Rep1	Rep1	2020-08-31	3	0	-0.299806366592993	-0.457828918592588	-1.2972972972973	-0.689189189189189	-0.254054054054054	-0.273156815697563	-0.264302005911138	-0.494588285116473	-0.0850009197197115	0	0	0	3.28413276456945	4.17498400006562	4.47111398684204	-0.892728041232037	2.2972972972973	0.689189189189189	0.254054054054054	0.273156815697563	0.264302005911138	0.494588285116473	0.0850009197197115
Non_2020-08-31_10_Rep1	Rep1	2020-08-31	10	0	0.963348457929677	-0.516826445904611	5.7027027027027	-0.689189189189189	-0.254054054054054	-0.273156815697563	-0.264302005911138	1.07455456343301	-0.0850009197197115	0	0	0	1.26164540233233	3.71160353899176	4.47111398684204	-0.892728041232037	2.2972972972973	0.689189189189189	0.254054054054054	0.273156815697563	0.264302005911138	0.494588285116473	0.0850009197197115
Con_2020-09-28_0_Rep10	Rep10	2020-09-28	0	0	-2.13495930378863	-0.464367980373593	-2.2972972972973	-0.689189189189189	-0.254054054054054	-0.273156815697563	-0.264302005911138	-0.494588285116473	-0.0850009197197115	0	0	0	3.05501739691349	4.1144697350355	4.47111398684204	-0.892728041232037	2.2972972972973	0.689189189189189	0.254054054054054	0.273156815697563	0.264302005911138	0.494588285116473	0.0850009197197115
Inhib_2020-09-28_1_Rep10	Rep10	2020-09-28	1	1	0.998694555131447	0.629611247171348	-1.2972972972973	-0.689189189189189	-0.254054054054054	-0.273156815697563	-0.264302005911138	-0.494588285116473	-0.0850009197197115	0	0	0	0	3.04402137385289	4.47111398684204	-0.892728041232037	2.2972972972973	0.689189189189189	0.254054054054054	0.273156815697563	0.264302005911138	0.494588285116473	0.0850009197197115
Inhib_2020-09-28_3_Rep10	Rep10	2020-09-28	3	1	0.337427986648377	0.651850052402266	-0.297297297297297	0.310810810810811	0.245945945945946	0.710190603465426	0.712562946357278	0.165041004934271	0.210976082174688	1	0.983347419162989	0.5	0	3.02925450777535	4.47111398684204	-0.892728041232037	2.2972972972973	0.689189189189189	0.254054054054054	0.273156815697563	0.264302005911138	0.494588285116473	0.0850009197197115
Inhib_2020-09-28_10_Rep10	Rep10	2020-09-28	10	1	0.752744628769148	0.471685438980409	2.7027027027027	2.31081081081081	0.345945945945946	0.103552347865652	0.109078029115131	0.112985644791287	0.0527898099986282	1	0.376709163563215	0.6	0	2.48343649007777	4.47111398684204	-0.892728041232037	2.2972972972973	0.689189189189189	0.254054054054054	0.273156815697563	0.264302005911138	0.494588285116473	0.0850009197197115
Non_2020-09-28_3_Rep10	Rep10	2020-09-28	3	0	1.61283299401215	0.907505179395891	0.702702702702703	-0.689189189189189	-0.254054054054054	-0.273156815697563	-0.264302005911138	-0.0698254848516284	-0.0850009197197115	0	0	0	0	1.56330040031687	4.47111398684204	-0.892728041232037	2.2972972972973	0.689189189189189	0.254054054054054	0.273156815697563	0.264302005911138	0.494588285116473	0.0850009197197115
Non_2020-09-28_10_Rep10	Rep10	2020-09-28	10	0	1.44135151796885	0.848228716598906	2.7027027027027	-0.689189189189189	-0.254054054054054	-0.273156815697563	-0.264302005911138	0.544852945156207	-0.0850009197197115	0	0	0	0	1.87663079778369	4.47111398684204	-0.892728041232037	2.2972972972973	0.689189189189189	0.254054054054054	0.273156815697563	0.264302005911138	0.494588285116473	0.0850009197197115
Con_2020-10-05_0_Rep11	Rep11	2020-10-05	0	0	-2.93625119695301	-0.973378379506736	-2.2972972972973	-0.689189189189189	-0.254054054054054	-0.273156815697563	-0.264302005911138	-0.494588285116473	-0.0850009197197115	0	0	0	3.04962236056789	2.50657598611867	4.47111398684204	-0.892728041232037	2.2972972972973	0.689189189189189	0.254054054054054	0.273156815697563	0.264302005911138	0.494588285116473	0.0850009197197115
Inhib_2020-10-05_1_Rep11	Rep11	2020-10-05	1	1	0.690652817206237	0.934098791771609	-1.2972972972973	-0.689189189189189	-0.254054054054054	-0.273156815697563	-0.264302005911138	-0.494588285116473	-0.0850009197197115	0	0	0	0	2.13294252537344	4.47111398684204	-0.892728041232037	2.2972972972973	0.689189189189189	0.254054054054054	0.273156815697563	0.264302005911138	0.494588285116473	0.0850009197197115
